Hyperlinks
"=HYPERLINK(""https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/distribution-web-values-specify.html#DownloadDistValuesDomainName"",""Values that you specify when you create or update a distribution - Amazon CloudFrontValues that you specify when you create or update a distribution - Amazon CloudFrontAWSDocumentationAmazon CloudFrontDeveloper GuideOrigin settingsCache behavior settingsDistribution settingsCustom error pages and error cachingRestrictionsValues that you specify when you create or update"")"
